text,label
روسيا زياده محصول الحبوب السنوي ملايين طن بفضل ضم المناطق الجديده,0
بيمضوهم ايصالات امانه,0
الحمدلله علي نعمه مصروجيشنا ورءيسنا,0
الجامعه بهالفصل مسحت بصباحي الارض بالطول بالعرض,0
الله يورجينا هالفصل,0
الست انغام المصريه الاصيله اديته علي دماغه,1
فيخو ياواد عمي محتاج حاجه,0
الف تحيه لاحلي انغام الجميله,0
الشغل الدراسه الي يسميهم البعض مرمطه متعبين صحيح يحسسونك بقيمتك,0
الفراغ سهل مريح مميت,0
العمل نعمه,0
لاتجادل ياعلي انت هتبقي احسن محمد صلاح مثلا,1
هيشوفولك هديه بلاستيك او جبس مفرغ تاخدها وتحمد ربك,1
اللهم مرمطني مرمطه يتمرمطها متمرمط تاريخ المتمرمطين,0
مرمطه كلمه اصلها فرعوني,0
اشتقت كلمه مار ماتا معناها,0
الم وجع وقهر وذل مرض وفقر,0
مات وطن,0
حياتي شفت فريق يذل ويهين خصمه المباشر اكثر اللي يسويه برشلونه بمدريد اخر سنين,0
ثانويه عامه,0
ماتفرحوش ديه ازبل اجازه,1
هتفرحوا اول اسبوعين بعدهم توتر ماقبل النتيجه وبهدله تخليص ورق,0
مرمطه ادعولي,0
هندسه شمس مرمطه المخروبه هنعمل ايه فالفيزياء,1
تلاته ساعات وانا المستشفي,0
الدكتور طالب فحوصات كتير والتامين يرفضها,0
وبعد التلاته ساعات تجي الموافقه ويعطوني موعد جديد يوم الربوع,0
مدرب الهلال,0
هه حاط رجله,1
هلكوهه وش هالاستقبال,0
فشلتونا,1
العم شكشك,0
الاسف تسمح حاره اليهود,0
بادخال المساعدات,0
ارمي ميكرفونهم فورا,0
خيبه السبت والحد,0
حالنا كورونا اول بدايه,0
انتم اخبارها ايه معاكم طبطبه مرمطه,0
بيقولو السفر مرمطه,0
اللهم مرمطني مرمطه,0
يتمرمطها متمرمط,0
مين نفسو يتمرمط بناشد المعنين يعمي بدي اتمرمط دخيلكم,0
بوتين,0
قل الاعتراف بروسيه الاراضي المسترده ولاتقل التنازل اراضي لروسيا,0
مقتل جندي واصابه اخرين,0
طاءرات الاحتلال تهاجم وتقصف,0
مدن مصريه داخل سيناء,0
البرشا خسر البايرن,0
البايرن خسر قبلها البرشا,0
عادي,0
اما الي يمردغني رايح جاي المجموعات الين نصف النهاءي,0
ايش نسميه,0
مرمطه,1
حالي متسالنيش,0
بيكنسل عليكي ويتصل,0
اتجوزيه غصب عنهالناس النضيفه دول قليلين,0
انا ليه حاسس باحساس غريب مش عارف حاسس اني مبسوط زعلان مسطول مش طبيعي عايز انام بصوا انا هدخل انام هه مدهول,0
مش مياعه البنت تقلد صوت طفله وهي بتكلمك,0
ده كدا بتعشق اللي جابوك عشق مدهول عينيك,0
انا مش هحب غيرك مدهول عينك,0
يعني ايه مش فاهم انزل بالترجمه مدهول,0
مرسي الشخص الوحيد اللي يقول ماعندناش خيار تاني تحسه هيكمل ويقول عندنا قوطه مدهول,1
تعلم ان كلمه مدهول كلمه قبطيه اصلها متاهوول وتعني مرتب او مهمل,0
اجعلني الطيبن,0
وباعد بيني وبين الاشرار الفاسدين,0
راءع,0
ان قالوا عنك طيب ساذج مدهول,1
شرير مءذي ملعون الله يخرب بيته,1
يعني ايه مدهول مرمطه علي اقرا اصلها ايه,0
روح نام عشان بدات تخرف الكتابه مدهول,1
جبت سماعه بلوتوث جديده يارب منسهاش يومين افتر ايت زي السماعه الي فاتتمدهول,0
الباف السيسي بيقول ان مفيش اعتقال سياسي مصر,1
طيب تتفرج اوزعه علي الناس دي تحيا مصر غصب عنك موعدنا,1
مش ابنك وابن عمرو اديب وابن هاله زايد وابن الباف,0
ارحل سيسي نرمين عادل,0
سجونك مش هتمنع سقوطك,0
السفاح حفتر اتفشخ جاي يتحمي الباف,1
بلحه يحاول انقاذ حفتر الهزاءم المتلاحقه,0
باعلانه وثيقه القاهره لحل الازمه سياسيا,0
ويحذر الحل العسكري ليبيا,0
دعم حفتر عسكريا لعده سنوات,0
شخص اوسخ المعلقه علي مر التاريخ,1
امتي السيسي بيعمل صلح,0
الله يعجل بنهايه وانو الحماس مليون لمغامره جديده ارض العمالقه,0
الناس مهتمه بخطبه الطرطور ليه مش كلنا متفقين ان الباف يمثلنا ايه,1
خالتي بمبه بتخطب الله الباف الاهطل,1
الباف بيستري بحشوه الدجاج والخضار,0
الكاءن الباف,1
خطاب او كلمه او تسريب لهذا الباف المدعو السيسي,1
والله اني لاندهش اندهاشه المصدوم,0
ده معناه مليار,0
شهر سنوي للفرد,0
مليون فرد مليار,0
ميزانيه مصر مليار,0
ابنك مجنون حاج,1
باحب اللعبه الحلوه مش الماسخه,0
السباع خدمه اهلهم,0
ناس بتقول,0
انه طور الجيش جدا وزير دفاع,0
وانه صاحب عقليه فذه,0
كده يبقي الاخوان معاهم حق والاهطل ده دوبلير,0
حشوات مختلفه لعجينه الباف باستيري,0
العقليه المتخلفه بتاعت الباف,1
اصطياد نوع نادر بوم الصحراء او الباف منطقه بني مهيره بولايه تطاوين,0
مش واخد باله انه يخفي الهاشتاج الترند ان ده يعتبر انتصار ضمني للهاشتاج وهيسخن المشاركين اكتر ارحل سيسي الباف,1
مضطرين نسمع الباف مجدي عبد الغني بيتكلم الجول بتاعه سنين تاني ادام,1
طبعا انا اعطيت توقع انفصال الطاقم الايغ هيد,0
النظريه تدعم الفكره بشكل قوي جدا وايضا تستوفي الشروط الكل يتمناها وصول رافتيل,0
تابعوا معي واستمتعوا,0
دعمكم يعني الكثير,0
اخدها واعدي بيها الانايه,0
اعدي بيها انايه يممكن اعدي,0
وان استنيت كنت هاعدي بحر,0
ومش ممكن هاتعدي,0
اقوال الباف,1
السيسي وانتصار حراميه,1
عنده نقص,1
عاوز يقلد وخلاص,0
باكل علي حسابي وببني لانتصار,0
التجربه الديقراطيه مصر فشلتوانا بضيف وجاري تنفيذ التجربه الدينماركيه نيكول سابا ستايل,0
ازاي الباف ده دخل عسكريه بالمناسيب دي,1
السيسي اضاع مستقبلنا,0
سبوبه جديده للمرتزقهزي كروت التموين,0
وادفعي يادوله موازنه الدوله الباف السيسي,1
سمعت ذكريات مبارك الرجل التسعيني مقالش كلمه يتسف عليها افتكرت جمله الباف كانت سباق سيات مرسيدس الحكايه كانت كده واحنا كنا كده بالرغم كده عملنا كدهو ده المعجزهوهو ده الفرق اللص المحترف وصبي العالمه اللي بيغفل الرقاصه ويسرق النقطه,1
السيسي عري مصر,1
كلمه تعبر مدي بلاهه غباء الشخص المنعوت بمعني باف اي غبي يفهم,1
يسقط الباف,1
محمد علي اتحد الجوكر المصري,0
الله يرضي عليكمحد يستقرالي اللي كاتبه الباف ده عشان بجد عجزت اني افهم كلمه توحد ربنا كلامه,1
اخر نكته بلحه يتوصل لاتفاق حفتر وعقيله صالح لانهاء الصراع ليبيا,0
ايها الباف شعار قوات بركان الغضب تحاور الا المحاور,1
اصبح حتما علي الاحزاب والتنظيمات تجاوز مءسساتهم وافكارهم والتوحد علي فكره ومشروع سياسي للقضاء علي استبداد الباف ونظامه,1
السيسي عدو الله,1
النطع والشعب الخيبان,1
طول الباف ده قاعد علي تلها,1
النيل ماجاشي,0
الصهيوني,0
طريقه عمل عجينه الباف بايستري الممتازه نصاءح لتسهيل وانجاح العجينه بالخطوات والصور علي الرابط التالي,0
حماس مستعدون لاغلاق الانفاق مقابل فتح معبر رفح بشكل داءم المصري اليوم,0
اه ولاد القديمه العيب علي الباف,1
ربنا هينتقم منهم لاتقلقي,0
السيسي فاسد,1
الباف سايب الناس جعانه ورايح يبني قصور وفيلل واستراحات ودا اللي باين للناس,1
يعني وزعهم علي المصريين نصيبه مليون تقريبا,0
الثوره الحل,0
انت عارف يعني ايه الباف عايز تريليون,1
جماعه والله دي عصابه واستولت علي البلد ومفيش حل,0
