body,label
اعتقد انها ماحصلتش قبل كدا انه يكون في شبه إجماع من عموم المصريين على كره شخص زي ما بنكره الراجل دا !!,bullying
تقريباً مفيش بيت ولا في شارع ولا أسرة مش هاتلاقي معظم افرادها إن لم يكن كلهم وشهم بيقلب اول لما تيجي سيرته من كتر كرههم فيه!!,bullying
"روي فيتوريا قدر في وقت قليل يكره معظم المصريين فيه…""",not bullying
ماذا لو ذهبنا بعيداً !,not bullying
جو مناسب للإنعزال عن الدنيا كلها.,not bullying
الحاله,not bullying
"انت عبيط يسطا، انت جاي عالم الانترنت عشان تقول للناس كفاية صياح اومال احنا جايين هنا نعمل ايه، احنا لو مبسوطين في حياتنا هنيجي المكان المعفن ده ليه",bullying
أظن أنني -أنا وملامحي- نليق بالطمأنينة,not bullying
"وأننا سنتصادف يومًا""",not bullying
"على فكرة، شوبير عمره ماتحط في موقف يختار فيه بين مصلحته ومصلحة الأهلي الا واختار مصلحته..",not bullying
من اول موقفه مع الالتراس لحد موقف مصطفى (اللي بالمناسبة مالوش ذنب في كل اللي بيحصل دا),not bullying
"مش هانسى لشوبير لما كان عالهواء ومتواصل تليفونياً في الإير بيس مع حد من داخل اجتماع مجلس ادارة الأهلي…""",not bullying
محستش ولا مره بالأمان مع أي حد كان في حياتي وكنت دايما حاسس أنهم هيمشوا في أي وقت .,not bullying
صندوق النقد الدولى يوافق على شروط مصر لتنفيذ قرض بسبعة مليارات دولار,not bullying
الكسل محاوطني بمعني الكلمه,not bullying
"«إذا رأيتم أخاكم قارف ذنبًا فلا تكونوا أعوانًا للشيطان عليه، تقولوا: أخزاه الله، قبحه الله، ولكن قولوا: تاب الله عليه، غفر الله له».",not bullying
عندي مرض اسمه بخاف أبقى شخص تقيل ع اللي قدامي بجد.,not bullying
اللى بحبوهم بزياده,not bullying
وقف إطلاق النار لم يعلن بشكل رسمي حتى الآن,not bullying
"ومع ذلك الجميع يــبكي في غزة، والتكبير لم يتوقف كأنه يوم عيـد",not bullying
"يارب ما تخذل هالشعب، يارب انهي هالكارثة اليوم، قادر على كل شيء""",not bullying
رسميًا - حراس الاهلي لنهاية الموسم,not bullying
اتمنى ان افوز مع الزمالك بدوري الأبطال الافريقي وان اشارك مع الزمالك في كاس العالم للأندية مثل شيكابالا.,not bullying
وهل شارك شيكابالا في كأس العالم للأندية؟!,not bullying
"لأ، كان نفسه برضو""",not bullying
"نفسي الاقي مبرر واحد لاتحاد الكرة علشان مد القيد، انت بدات فترة الانتقالات ومبلغ الكل ان القيد اخره يوم 31 يناير، زي كل الاتحادات المحترمة .",not bullying
"ايه يخليك في اخر لحظة، تطلع قرار بالشكل ده، لمصلحة مين يعني، ما هو النادي اللي يستنى لحد اللحظة الاخيرة او اليوم الاخير يتحمل فشله، حرفيا…""",not bullying
أبو تريكة خلال ستوديو بي ان سبورتس,not bullying
فين النجوم؟,not bullying
"انزلي يا نجوم يا تشيلسي يا نجوم يا فرقة المليار!""",not bullying
القاهرة في الستينات..صباح الخير,not bullying
هي ادارة الأهلي فين؟,not bullying
حد شافها قريب؟,not bullying
القيد اتغير معاده تلات مرات وبيتطبخ حرفياً ومفيش حتى حس ولا حد بيتكلم!!,not bullying
"في حاجة طيب انتو كويسين؟ انا باتطمن يعني بس!!""",not bullying
"ده احتفال عيد العلم في ١٩٦٠ واللي اتعمل في جامعة القاهرة واتكرم فيه كبار مصر في مختلف المجالات. الصورة فيها يوسف وهبي، وموسيقار الأجيال محمد عبد الوهاب، وكوكب الشرق أم كلثوم، وشيخ الصحفيين فكري اباظة؛ واحد مؤسسي المسرح في مصر بديع خيري، والشعراء بيرم التونسي وأحمد رامي، و عبد…",not bullying
أحمد نبيل كوكا عبر ستوري إنستجرام يحيي ذكرى شهداء جماهير الأهلي,not bullying
لو سيد عبد الحفيظ موجود الأهلي كان اشترى حارس بلا جدال ومش هيكون ابو جبل,not bullying
البروفيسور يواصل صناعة الحدث,not bullying
أوجوستي بوش يصبح المدرب الأول في تاريخ الأهلي الذي يتمكن من تحقيق ثلاثة إنتصارات متتالية على الإتحاد السكندري في مختلف البطولات,not bullying
أغرب صفقة في الانتقالات,not bullying
هي صفقة زياد كمال لاعب انبي اللي انضم لـ الزمالك,not bullying
بنود الصفقة غريبة,not bullying
ومستوى اللاعب مش ملفت قوي,not bullying
المبلغ المدفوع للاعارة موسمين ونصف كبير قوي (30 مليون),not bullying
"الشروط نفسها اغرب، إذ من حق انبي بيعه في خلال عقد اعارته مع الزمالك !",not bullying
"الموضوع دا فيه حاجة مريبة""",not bullying
في اكتر من نقطة حابب اوضحها في التوقيت ده,not bullying
كنت اتمنى اننا ننجح في استقدام حارس مرمى بغض النظر عن رؤية اي طرف لإن في النهاية دي كانت رؤية و مطلب واضح لكولر وتمسك بيه وبقوة حتى اخر لحظة وكان مهم تحقيقه عشان تقدر تحاسب كولر بشكل كامل,not bullying
"مع احترامي لكلام الإعلامي محمد شبانة ان…""",not bullying
فريقنا يواصل عروضه القوية في بطولة دوري السوبر للمحترفين ويحقق الفوز على فريق الاتحاد السكندري بنتيجة 84-78,not bullying
انا من الناس اللي من أول لحظة مع اصابة الشناوي كنت مع رأي كولر بضرورة التعاقد مع حارس لان اللي لسه متبقى في الدوري وأفريقيا ميتحملش أي مخاطرة خصوصا ان عندك حمزة علاء هينضم للمنتخب الاوليمبي وان ضم حارس هيكون في مصلحة الحراس الموجودين قبل اي حد . الغريبة ان وقتها كان في ناس عندها…,not bullying
"كل واحد من اللي ماتوا في بورسعيد كان أحسن حد وسط دايرته حكاياتهم كلها جدعنه و شهامة وطيبة قلب ،، الموت دايما بياخد أنضف ما فينا",not bullying
فيتوريا منشف دماغه وعايز ٨٠٠ الف دولار,not bullying
"٢٠٠ الف راتب يناير+ الشرط الجزائي كامل"""" ٣شهور"""" - اللي حضًر العفريت يصرفه يا كابتن حازم""",not bullying
"""لم يبق على الأرض أحد يستطيع أن يقول رأيت رسول الله إلا أنا""",not bullying
"- أبو الطفيل بن عمرو رضي الله عنه """"آخر من مات من الصحابة""""""",not bullying
ياسر سيف لاعب اليد وسيف عابد لاعب الطائرة,not bullying
"الطموح يودع بطوله كأس الرابطه على أيد صلاح محسن""",not bullying
كيف تتخطى شخص أحببتهُ من كُل قلبك ؟,not bullying
نشط عقلك.,not bullying
"أي مفتاح يفتح القفل؟""",not bullying
انت المقصود,not bullying
"لا تمر إلا وأنت كاتب الحوقلة عسي أن يأتيك خير يسر قلبك من الفرح.""",not bullying
الايموجي الاول يبين ردك على هالرسالة؟,not bullying
أنت المقصود إن شاء الله,not bullying
عبارات ستدمر غرورهم احتفظ بيها واهتم بها جيدًا ..,not bullying
"يعز على الإنسان أن يمشي طرقاً لا يرغبها ، ولكنها الحياة.",not bullying
"""لم أكن مثلهم أواسيك عند خيبات أملك، كنت أعيشها معك""",not bullying
كل شخص يتعامل معك حسب اهميتك لديه..,not bullying
سؤال,not bullying
"الخيبه والخذلان تغيّر الإنسان ؟""",not bullying
"""أريد أن أبدأ مِن جديد، فيّ مكان آخر، مع أشخاص أخرين.""",not bullying
"الخيبه والخذلان تغيّر الإنسان ؟""",not bullying
"""أريد أن أبدأ مِن جديد، فيّ مكان آخر، مع أشخاص أخرين.""",not bullying
بعض الأبواب لم تُفتح : لأنها ليست لك,not bullying
بعض الأشخاص اختفوا من حياتك,not bullying
بعض الفرص ضاعت,not bullying
"جَمِيلُ هُو القلب الذِي يعيشٌ على أمل أنَّ كلُ شيء سَيكونُ بِخَير، كل الأمور المقسومة لنا خير..حتى وإن كانت وجعاً""",not bullying
"""لم يخذلني وداعه، لقد خذلني ظرف الوداع نفسه، كان اقل من حجم محبتي.. كان باهتًا لا أستحقه""",not bullying
